X,Y,Z,X_new,Y_new,Z_new
-0.7413757,-1.4687384,-4.4067541,-0.777887745,-1.541072363,-4.62378253
-1.0423914,-1.227012,-4.3525118,-1.075444247,-1.265918922,-4.490524171
-1.205606,-0.7976328,-3.9357259,-1.261495258,-0.834609312,-4.118177546
-1.3980068,-0.6210032,-4.1031308,-1.443625753,-0.641267419,-4.237021803
-1.2587092,-1.1329256,-4.536802,-1.307207813,-1.176577716,-4.711606954
-1.2848863,-1.0583392,-4.2983597,-1.315237388,-1.08333888,-4.399893892
-1.4584918,-0.8401306,-4.414718,-1.508470171,-0.868919489,-4.565997844
-1.4873828,-0.2990405,-4.1319712,-1.504752695,-0.302532743,-4.180225023
-1.7219191,-0.1465319,-4.5022071,-1.803872818,-0.153505999,-4.716486976
-1.6059476,-0.4703517,-4.3730982,-1.675099736,-0.490605054,-4.561403897
-1.6081446,0.082784,-4.3462365,-1.729877954,0.089050584,-4.675237976
1.5563394,0.0532498,-4.2824388,1.585314341,0.054241171,-4.362166533
-1.4376473,-0.255156,-3.9462328,-1.497885628,-0.265847197,-4.111582442
1.7535008,0.2567159,-4.4880918,1.781047114,0.260748734,-4.558596693
1.6348913,0.5430176,-4.5038477,1.676554474,0.556855729,-4.618622664
1.4714871,0.8070475,-4.5161536,1.505584255,0.825748326,-4.62080147
1.2752341,1.0459096,-4.5283216,1.33096169,1.091615735,-4.726208757
1.0579501,1.2422653,-4.5459053,1.11316207,1.307096254,-4.783145587
0.8147445,1.3774345,-4.5626107,0.870858052,1.472301961,-4.876849449
0.5193043,1.4728992,-4.5713148,0.53777984,1.525301246,-4.733950675
0.1997059,1.527026,-4.5867451,0.209025939,1.598290503,-4.800803085
-0.1336488,1.5512509,-4.6078121,-0.138677678,1.609620687,-4.781192828
-0.4564878,1.5231452,-4.626798,-0.466789838,1.557519611,-4.731215789
-0.7517807,1.4465981,-4.6437219,-0.788012219,1.516315834,-4.867522671
-1.0127303,1.3232173,-4.6561383,-1.043964804,1.364027806,-4.799742346
-1.2291366,1.1513057,-4.6614994,-1.286864687,1.205378352,-4.880433116
-1.4023094,0.9318764,-4.6632662,-1.424540968,0.94664994,-4.737195477
-1.5477852,0.6811388,-4.6685325,-1.613465061,0.710042747,-4.866640457
-1.6735906,0.4005884,-4.6742048,-1.730152438,0.414126966,-4.832177494
-1.7584292,0.112862,-4.6785729,-1.787686078,0.114739806,-4.756415349
-1.4844923,0.085236,-3.9689611,-1.579008683,0.090662905,-4.221661533
-1.1725139,0.7467836,-4.0368151,-1.21777764,0.775612442,-4.192652355
-1.5357752,0.1318267,-4.1708779,-1.57314497,0.135034418,-4.272367199
-1.3763945,0.4597488,-4.0874816,-1.427258004,0.476738431,-4.238531053
-1.2523849,0.7759739,-4.2290975,-1.276157444,0.790703296,-4.309373463
-1.0943493,0.9925425,-4.2642856,-1.133475538,1.028028843,-4.416746478
-1.4746979,0.4842849,-4.3904748,-1.511679957,0.49642966,-4.500577887
-1.2557173,0.9335753,-4.4666214,-1.274655154,0.947654832,-4.533983873
-0.9959036,0.9762077,-4.0871278,-1.01819425,0.998057509,-4.17860727
-0.670654,1.0778107,-4.0203676,-0.686958997,1.104014526,-4.118111121
-0.8187461,1.1246612,-4.1722865,-0.848145082,1.165044774,-4.322102143
-0.5077589,1.1982218,-4.1562508,-0.535552318,1.263809384,-4.383753294
-0.9969018,1.1585486,-4.3981723,-1.027838162,1.194501267,-4.534658612
-0.6842477,1.2648136,-4.3389467,-0.704590754,1.302417192,-4.467945932
-0.3036062,1.1290321,-3.9907005,-0.311219242,1.157343014,-4.090768849
-0.2181138,1.2154658,-4.1805704,-0.223197882,1.243797469,-4.27801661
0.0797555,1.2215647,-4.210391,0.079813421,1.222451842,-4.21344873
-0.3879186,1.2889961,-4.3330808,-0.404956776,1.345611437,-4.523398545
-0.5129705,1.3876945,-4.4983135,-0.52710612,1.425934363,-4.622270821
-0.1061207,1.3206906,-4.3500465,-0.108064124,1.344876854,-4.429710372
-0.2017471,1.449542,-4.4875118,-0.211212585,1.517550995,-4.698054971
0.2743568,1.1288448,-4.095303,0.284300654,1.169758922,-4.243734146
0.5883061,1.0498034,-4.1475305,0.60487896,1.079376857,-4.264368391
0.4035734,1.2147803,-4.250977,0.416244775,1.252921905,-4.384448941
0.6746155,1.1370319,-4.3056975,0.6940926,1.169859612,-4.430009051
0.2182699,1.2933499,-4.3220098,0.229457115,1.359639315,-4.543530287
0.1472378,1.4073114,-4.4585514,0.151690183,1.44986766,-4.593375342
0.4535915,1.3735714,-4.3878201,0.47115642,1.42676171,-4.557734463
0.4268557,1.3909997,-4.5919832,0.441222073,1.437815568,-4.746532247
0.8060352,0.8450686,-4.0895337,0.840941653,0.881665447,-4.26663653
0.9014548,1.0725601,-4.393362,0.930832076,1.107513482,-4.53653613
0.8508225,0.9587083,-4.250468,0.873633275,0.984411522,-4.364424167
0.9817318,0.8238837,-4.1975654,1.008169729,0.846070797,-4.310605372
1.0942672,0.8656776,-4.3348675,1.129522691,0.89356831,-4.474529808
1.1482092,0.6205588,-4.1530825,1.171427946,0.633107556,-4.237064903
1.291353,0.856924,-4.434036,1.326656819,0.880351126,-4.555256461
1.3300218,0.5515713,-4.3012155,1.359527241,0.563807456,-4.396634433
1.47637,0.5568861,-4.4249546,1.546460876,0.583324347,-4.635029949
1.3061042,0.3627951,-4.0659565,1.360529308,0.377912701,-4.235384118
1.2888521,0.1021421,-3.9372843,1.329654239,0.105375688,-4.061929804
1.4732624,0.3408468,-4.3186122,1.507733977,0.348821976,-4.419659626
1.3983834,0.2227391,-4.1579389,1.488027321,0.237017878,-4.424485219
1.6022347,0.2995033,-4.4020175,1.661605686,0.310601428,-4.565134751
1.6909589,0.0695129,-4.4020572,1.757759263,0.072258967,-4.575957949
-1.624598,0.1931852,-4.4984582,-1.713534663,0.203760891,-4.744720882
0.7323643,1.2786719,-4.4597744,0.760737357,1.328209856,-4.632553757
-0.4873892,-1.0532534,-2.4217661,-0.493233378,-1.065882733,-2.450804972
-0.6486766,-1.0176934,-2.2149835,-0.671684739,-1.053790326,-2.29354753
-0.8385368,-0.8808977,-2.3779528,-0.867708181,-0.911542751,-2.460678052
-1.0970637,-0.6936784,-2.177772,-1.126173582,-0.712084712,-2.235557784
-1.3797678,-0.256361,-2.2273166,-1.448398857,-0.269112657,-2.338105598
-0.4639701,-1.0525497,-2.6128535,-0.481890374,-1.093203136,-2.713771748
-0.267172,-1.0864505,-2.9333216,-0.278599548,-1.132920434,-3.058786368
-0.6815471,-0.9463595,-2.7957616,-0.703577904,-0.976950285,-2.886133749
-0.1334193,-1.204459,-3.3549448,-0.139155638,-1.256244491,-3.499190029
-0.4312348,-1.1294328,-3.1298973,-0.445535168,-1.166886422,-3.233689211
-0.67891,-1.031734,-3.3294535,-0.685477202,-1.041714123,-3.361659821
-0.8567705,-0.8480648,-3.1315908,-0.885185514,-0.876191088,-3.235450816
-0.2695215,-1.2915475,-3.9121979,-0.281638861,-1.349613916,-4.088085593
-0.5331148,-1.1541826,-3.6502012,-0.560086183,-1.21257509,-3.834872443
-0.8340958,-1.0106565,-3.7118994,-0.862818579,-1.045459293,-3.839721726
-0.9368194,-0.8621007,-3.4759131,-0.970352269,-0.892959059,-3.600331252
-0.632357,-1.1577689,-3.9002795,-0.654147078,-1.197663887,-4.034677307
-0.9100333,-0.7878199,-2.5697409,-0.932928526,-0.807640399,-2.634392158
-1.1790315,-0.5053643,-2.4186862,-1.227217661,-0.526018172,-2.517536148
-1.2089991,-0.3215,-2.6259146,-1.264597834,-0.336284951,-2.746673604
-1.3260179,-0.0725182,-2.470305,-1.345083341,-0.073560864,-2.505822963
-1.0682683,-0.5568935,-2.8009975,-1.094408488,-0.570520508,-2.869537025
-1.1912179,-0.1109246,-2.8080208,-1.221472846,-0.1137419,-2.879339841
-1.0502347,-0.6587051,-3.2830575,-1.094769072,-0.686636969,-3.422272958
-0.9481046,-0.6687051,-2.9859358,-0.96186045,-0.678407201,-3.029258113
-1.1230681,-0.3881823,-3.0789941,-1.151432271,-0.397986219,-3.156757074
-1.2234154,-0.232007,-3.2535798,-1.281647787,-0.243050119,-3.408444385
-1.1111993,-0.2974913,-2.9297309,-1.162439241,-0.311209304,-3.064827492
-1.2150561,0.0616729,-3.1495874,-1.259275049,0.063917332,-3.264208811
-1.1473614,-0.7380254,-3.6716294,-1.184127653,-0.761674818,-3.789283748
-1.2237999,-0.4438869,-3.4343996,-1.286286516,-0.466551545,-3.609758342
-1.317139,-0.4537856,-3.797141,-1.3705203,-0.472176723,-3.951032367
-1.3623083,-0.1835495,-3.5765023,-1.424615759,-0.191944445,-3.740079641
-1.2945246,0.0044646,-3.395869,-1.323428544,0.004564285,-3.471691434
-1.4288389,0.0162279,-3.7450639,-1.46918869,0.016686169,-3.850822878
-1.1961506,0.4727008,-2.1348587,-1.231512976,0.486675481,-2.197972556
-1.3439227,0.2608789,-2.2859587,-1.390220675,0.269866147,-2.364709701
-0.9733716,0.7833448,-2.1356804,-1.003761584,0.807801889,-2.202359244
-1.084544,0.642329,-2.2944311,-1.123243662,0.665249154,-2.376303028
-0.4744603,0.9216631,-2.4030496,-0.495595348,0.962718999,-2.51009453
-1.1979519,0.3568559,-2.4784827,-1.246053178,0.37118471,-2.57800104
-0.8101213,0.7799751,-2.7861002,-0.856953808,0.825064879,-2.947162575
-1.1527031,0.3963354,-2.7760988,-1.178454467,0.405189526,-2.838116799
-1.2108759,0.2308631,-3.2680415,-1.271488567,0.242419386,-3.431629455
-1.149837,0.1261486,-3.0127447,-1.19693808,0.131316059,-3.136156566
-1.0728956,0.4244745,-3.1162604,-1.113183685,0.440413856,-3.233278462
-0.9629968,0.6625317,-3.264554,-0.995102222,0.684619894,-3.373391209
-0.9260326,0.662565,-2.9776545,-0.962418161,0.688598424,-3.09465214
-1.3098926,0.2502325,-3.5546142,-1.367064019,0.261154118,-3.709758474
-1.1286884,0.4952157,-3.408753,-1.150793142,0.504914227,-3.475511554
-1.2568999,0.473413,-3.8272471,-1.306093303,0.49194176,-3.9770405
-1.0391293,0.6983287,-3.6308762,-1.111848589,0.747198429,-3.884968484
-0.5193141,0.9416102,-2.9093307,-0.54203572,0.982808599,-3.036623041
-0.9560178,0.7163603,-2.5667707,-0.996371965,0.746598358,-2.675115845
-0.7900735,0.8524436,-2.3373028,-0.813226012,0.877423821,-2.405795706
-0.7146405,0.8711305,-3.1683767,-0.73338954,0.893985152,-3.25150104
-0.4342811,0.966628,-2.6273729,-0.452141078,1.00638095,-2.735424625
-0.1471556,0.9940208,-3.1403044,-0.15244215,1.029730897,-3.25311952
-0.42008,0.9852158,-3.2409724,-0.427427255,1.002447355,-3.297657437
-0.7291884,0.9416286,-3.6834151,-0.765999722,0.989164454,-3.869363447
-0.6400862,0.9396221,-3.3587404,-0.671917122,0.986348677,-3.525767594
-0.4914927,1.0152643,-3.5753985,-0.514186354,1.062142018,-3.740485092
-0.9860024,0.902689,-3.8818799,-1.036290708,0.94872814,-4.079864381
-0.5522059,1.0583871,-3.846434,-0.579726382,1.111134314,-4.038130097
-0.341934,1.0938008,-3.7265987,-0.354164071,1.132923149,-3.859889236
-0.6666922,-0.9663355,-2.9891134,-0.699985481,-1.01459237,-3.13838377
-1.2624226,0.0681852,-2.6363918,-1.302383473,0.070343542,-2.719844456
-0.8386013,0.835999,-3.4753728,-0.885434334,0.882686704,-3.669460566
0.5923711,-0.8905618,-2.0877142,0.620019353,-0.932127768,-2.185155906
-0.2267449,-1.1629949,-2.2035067,-0.231269317,-1.186201042,-2.247474984
1.1288425,-0.0783134,-3.5012147,1.159935621,-0.080470484,-3.597653037
0.7930436,-0.4621542,-2.8717247,0.80588326,-0.469636642,-2.918218952
0.4461932,-0.8594828,-2.851266,0.462112706,-0.89014786,-2.952994905
0.8562109,-0.0332047,-2.9631156,0.873412072,-0.033871778,-3.022644228
0.6492955,-0.6279522,-3.022086,0.675036643,-0.652847194,-3.141895777
0.9800251,-0.2243595,-3.1783515,1.020548923,-0.233636716,-3.309775636
0.9118393,-0.1932865,-3.0307831,0.959435118,-0.20337559,-3.188982688
0.8859474,-0.4686072,-3.1560144,0.92070911,-0.486993831,-3.279846196
1.0170843,-0.3672948,-3.3486482,1.065109285,-0.384637834,-3.506765655
0.8985848,-0.5140855,-3.2429117,0.919686031,-0.526157635,-3.319064145
1.2995249,-0.2020426,-3.9990077,1.367815263,-0.21265999,-4.20915657
1.2339608,-0.0906523,-3.7426118,1.255919428,-0.092265479,-3.809212475
1.2294588,-0.3600488,-3.8671295,1.28712333,-0.376935941,-4.048507033
1.0429958,-0.4491368,-3.5036909,1.057118773,-0.455218461,-3.551133596
1.1382908,-0.299058,-3.6101772,1.172941466,-0.308161613,-3.720074465
1.1192778,-0.5355168,-3.7090771,1.152103198,-0.551222063,-3.817854324
0.9651631,-0.6894658,-3.5832797,1.000359584,-0.714608464,-3.71395072
1.0673384,-0.7344882,-3.8984385,1.095915659,-0.754153621,-4.002816535
0.907007,-0.9080221,-3.7107429,0.95108732,-0.952151754,-3.891084106
0.8607187,-0.759439,-3.4263323,0.899884414,-0.793996133,-3.582242413
0.1275229,-1.1256733,-2.5730532,0.130137415,-1.148752208,-2.625806746
-0.0956568,-1.0701575,-2.8015564,-0.098904915,-1.106495685,-2.896685831
0.4810105,-0.8482918,-3.1088158,0.491835683,-0.86738268,-3.178779967
0.221985,-0.9390039,-2.9973579,0.229119617,-0.969183564,-3.093693234
0.7719804,-0.7818802,-3.2696915,0.793067029,-0.803237242,-3.359003056
0.6074634,-0.9851203,-3.382754,0.619911018,-1.005306539,-3.452070488
0.394641,-1.0274123,-3.2380963,0.412597236,-1.074159742,-3.385430258
0.0664372,-1.1051613,-3.0939416,0.068396477,-1.137753239,-3.185183988
0.6285433,-1.1083648,-3.690965,0.652995745,-1.151483913,-3.834555935
0.7288933,-0.9660914,-3.5211524,0.739423974,-0.98004899,-3.572024192
0.3289439,-1.1616042,-3.541586,0.345422356,-1.219794801,-3.719001867
0.3262672,-1.2714553,-3.8491628,0.338495219,-1.319107592,-3.993423812
0.0729593,-1.4084628,-4.0293261,0.074645252,-1.441009715,-4.122436216
0.0052342,-1.3436741,-3.8641478,0.005412539,-1.389455523,-3.99580635
-0.2002836,-1.4016653,-4.0839312,-0.208332704,-1.457996172,-4.248058403
-0.0604401,-1.2891914,-3.681138,-0.0617825,-1.31782489,-3.762897643
0.83045,0.2405014,-2.8236416,0.848380365,0.2456941,-2.88460725
1.0342194,0.1219658,-3.2032583,1.060456418,0.125059939,-3.28452147
0.9040456,0.1684253,-3.1013491,0.933793069,0.173967306,-3.203398473
1.1604165,0.1458861,-3.6221418,1.211638855,0.15232571,-3.782028041
0.2312777,-1.0723127,-2.1976223,0.236190391,-1.095090255,-2.244303146
-0.1577636,1.0392208,-3.3956539,-0.161099353,1.061194082,-3.467451599
-0.0498551,1.1862449,-4.0681934,-0.052732067,1.254699018,-4.302954865
0.0966701,1.1277322,-3.8431583,0.098602515,1.15027533,-3.919982229
-0.1245077,0.9654796,-2.3928917,-0.129287095,1.002540828,-2.484746053
0.4271803,0.850285,-2.4950327,0.447760007,0.891248069,-2.61523263
0.7947993,0.4860548,-2.3247929,0.814467898,0.498083014,-2.382323671
1.0269251,0.1914213,-2.1104738,1.051056449,0.195919441,-2.160067075
0.7930876,0.7301407,-3.4447933,0.804487294,0.740635607,-3.494308119
0.1950368,0.9363048,-2.9487067,0.200591473,0.962970881,-3.032686247
0.3020297,0.8721625,-2.7101366,0.313607073,0.905594148,-2.814021292
0.4473585,0.8718505,-3.2705866,0.464793927,0.905830151,-3.398055002
0.3577107,0.8147247,-3.1177349,0.377024513,0.858713991,-3.286070226
0.6854134,0.8544306,-3.7643968,0.718068911,0.895138687,-3.943745938
-0.1166411,1.0865257,-3.6087147,-0.119552687,1.11364748,-3.698795189
0.3259904,0.9709537,-3.5595872,0.33440059,0.996003228,-3.651420599
0.495024,1.003244,-3.9798191,0.503899715,1.021232033,-4.051176734
0.6956449,0.8045517,-3.5943055,0.705987583,0.816513584,-3.647744781
1.0376667,0.6645493,-3.9296027,1.083367443,0.693817269,-4.102669603
0.6749262,0.5980679,-2.6441723,0.700228119,0.620488523,-2.743298151
0.5629306,0.6279791,-2.8974785,0.583811097,0.651272407,-3.004953186
0.6243319,0.5324117,-3.0749181,0.651474555,0.55555815,-3.208599306
0.6647105,0.6612206,-3.1381839,0.693432951,0.689792251,-3.273786292
0.8329148,0.5499575,-3.197679,0.84327464,0.556797902,-3.237451908
0.9684068,0.4332638,-3.3227326,1.010935116,0.452290907,-3.468652911
0.9752756,0.5828067,-3.627044,1.012788121,0.60522349,-3.766552836
1.137279,0.3707108,-3.7904501,1.193856981,0.389153125,-3.979019497
1.078512,0.3231464,-3.4702609,1.113789136,0.333716222,-3.583769944
0.8369418,-0.6615518,-0.5318051,0.874169881,-0.690978343,-0.555460369
1.067407,-0.3950292,-0.7281472,1.08367874,-0.401051095,-0.739247204
0.9672336,-0.618522,-1.1870478,1.020703557,-0.652714717,-1.252669378
0.9770686,-0.5106298,-0.9135255,0.99745342,-0.521283194,-0.932584605
1.116175,-0.2180204,-1.642957,1.147922012,-0.224221485,-1.689687105
1.0118468,-0.5419831,-1.4578689,1.050674621,-0.562780737,-1.513812026
0.8982392,-0.661453,-1.6951853,0.922552366,-0.679356935,-1.741069872
0.7583284,-0.811119,-1.5722051,0.789144364,-0.8440802,-1.636094329
0.5451592,-0.8946662,-0.6323555,0.558344704,-0.916305063,-0.647649979
0.302106,-0.9937913,-0.4709396,0.313544861,-1.031419949,-0.488771131
0.2430716,-1.0379144,-0.7166738,0.247830676,-1.058235629,-0.730705489
0.7157858,-0.823791,-0.78581,0.74415348,-0.856439091,-0.816952846
0.5923154,-0.8886349,-1.1060207,0.607783537,-0.911841331,-1.134904095
0.4366284,-0.998044,-0.9108499,0.44977064,-1.028084496,-0.938265908
0.8063413,-0.7766818,-1.0047177,0.837540089,-0.80673301,-1.043592028
-0.011434,-1.0723372,-0.6235111,-0.011874948,-1.113691448,-0.647556552
0.1729832,-1.073032,-1.0456882,0.179347237,-1.112508752,-1.084158976
0.0500084,-1.0766084,-0.8797486,0.051449931,-1.107642465,-0.90510803
0.6188221,-0.8876822,-1.4433741,0.646824747,-0.927851178,-1.508688986
0.3637368,-1.0201388,-1.2736534,0.37720311,-1.057906509,-1.320806759
0.7494022,-0.8480245,-1.2861776,0.774469307,-0.876390471,-1.32919956
0.6198192,-0.8678956,-1.6993582,0.643925279,-0.901649895,-1.765449833
0.3923946,-0.9742627,-1.6136287,0.404482968,-1.004276482,-1.663339214
0.0761981,-1.0804185,-1.424148,0.080488529,-1.14125281,-1.504336428
-0.1263735,-1.0986178,-1.2036006,-0.130656877,-1.135854988,-1.244396136
0.010016,-1.073337,-1.6197436,0.010514194,-1.126724604,-1.700309378
0.745842,-0.813213,-1.8578725,0.78339629,-0.854159523,-1.951419232
0.1940606,-1.0494422,-1.8349523,0.198793391,-1.075036219,-1.879703507
-0.3933293,-1.0689353,-0.5837988,-0.405365381,-1.101645277,-0.601663347
-0.8997205,-0.7899725,-0.7073842,-0.929264435,-0.815912662,-0.730612428
-0.7908705,-0.9159388,-0.3571891,-0.839095971,-0.971790649,-0.378969673
-0.3384422,-1.0691005,-0.9893734,-0.350867187,-1.108349623,-1.025695559
-0.2206893,-1.0914694,-0.7540091,-0.234425321,-1.159404032,-0.800939715
-0.8237638,-0.8160986,-1.0792392,-0.845141502,-0.837277381,-1.107246809
-0.6385992,-0.9234322,-0.8481368,-0.655911144,-0.948465752,-0.87112915
-0.3445105,-1.0560726,-1.3658842,-0.359404613,-1.101729453,-1.42493504
-0.5581554,-0.9987475,-1.2286717,-0.57548516,-1.029756883,-1.266819832
-0.4391873,-1.0474196,-1.5815708,-0.461036328,-1.099527437,-1.660252003
-0.6693438,-0.9722424,-1.4028117,-0.691892992,-1.004995793,-1.450070329
-0.8720956,-0.8057472,-1.2850678,-0.899650477,-0.831205722,-1.325671015
-0.7822282,-0.9689056,-1.7316122,-0.819333094,-1.014865513,-1.813751002
-0.8460016,-0.8959873,-1.5625751,-0.878588747,-0.930499847,-1.622763952
-0.4734398,-1.1604816,-1.9904013,-0.483391553,-1.184875042,-2.032239739
-0.5714454,-1.0828812,-1.8729453,-0.592992974,-1.123713557,-1.943568717
-0.90164,-0.8795251,-1.9800696,-0.936359803,-0.913393316,-2.056316912
-1.1659888,-0.4332607,-0.7272698,-1.209641589,-0.4494813,-0.754497639
-1.2386352,-0.233265,-0.551838,-1.269474539,-0.239072794,-0.565577573
-1.0712447,-0.6041031,-0.578396,-1.121188145,-0.632267524,-0.60536191
-1.1456849,-0.5245895,-1.2829409,-1.181802383,-0.541127077,-1.323385351
-1.1507565,-0.4997186,-0.9434536,-1.190072672,-0.516791736,-0.975687164
-1.1369745,-0.5727526,-1.694702,-1.175776048,-0.592298938,-1.752537124
-1.0123774,-0.7118253,-1.441152,-1.027274779,-0.722299982,-1.462358901
-1.2820378,-0.3265195,-1.9388401,-1.296768104,-0.33027113,-1.961116904
-1.2564066,-0.2342607,-1.4526892,-1.272498216,-0.237261029,-1.471294735
-1.2768358,0.1209336,-1.2066309,-1.308769831,0.123958184,-1.236809087
1.1548157,-0.1172979,-1.2685706,1.186595757,-0.12052589,-1.303481146
1.0503277,-0.4500114,-1.0578385,1.074943329,-0.460557931,-1.082630153
-0.0045809,-1.1082132,-2.0247664,-0.004702696,-1.137678189,-2.078600554
-1.2645395,0.0441067,-0.9633777,-1.322064247,0.046113143,-1.007202395
-1.0418621,0.5313173,-0.3868981,-1.08170773,0.551637333,-0.401694874
-1.2368061,0.1530894,-0.5006738,-1.273274911,0.157603437,-0.515436808
-1.0869492,0.4710635,-0.5708656,-1.12929842,0.489416862,-0.593107406
-0.9430775,0.638106,-0.7112882,-0.979587869,0.662809681,-0.738825062
-0.8275576,0.6298517,-1.2558958,-0.847634367,0.64513207,-1.286364166
-0.8259046,0.6396745,-1.0653009,-0.839116665,0.649907427,-1.082342608
-1.1841848,0.3397887,-1.8596756,-1.232181756,0.353560895,-1.935051309
-1.3220213,0.1757376,-2.0690569,-1.37018837,0.182140496,-2.144441774
-1.1289344,0.3485907,-1.4262287,-1.15890076,0.357843669,-1.464086421
-0.931269,0.5580649,-1.6359607,-0.946385064,0.567123233,-1.662515096
-1.0770206,0.552902,-2.0053319,-1.091106627,0.560133238,-2.031559029
-0.8433159,0.7045207,-1.9038643,-0.860184354,0.718612898,-1.941946408
-0.7632776,0.8680979,-0.2981571,-0.792005352,0.900770811,-0.309378945
-0.8660066,0.7263519,-0.5000965,-0.906217621,0.760078377,-0.523317329
-0.6709128,0.7754235,-0.9438529,-0.693365535,0.801373785,-0.975439835
-0.5280778,0.9011374,-0.7027151,-0.540122785,0.921691543,-0.718743407
-0.3188187,0.7671497,-1.1024815,-0.32997656,0.793998027,-1.141065604
-0.3926227,0.965912,-0.4634057,-0.404104056,0.994157894,-0.476956943
-0.2632123,0.8938925,-0.968127,-0.273609601,0.929202662,-1.006369542
0.0088589,0.942524,-0.6563838,0.009105859,0.968798675,-0.674681765
-0.3249629,0.7488451,-1.2680546,-0.341154631,0.786157355,-1.331237196
-0.6735963,0.7712816,-1.7605667,-0.692749364,0.793212252,-1.810626725
-0.7574341,0.6771119,-1.4539035,-0.78244636,0.699471731,-1.501914821
-0.3937933,0.8067752,-1.6106947,-0.40437736,0.828459055,-1.653985656
